Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ihantola, P., Karavirta, V.","14019704700; 7801668709","Open source widget for Parson's puzzles",2010,"ITiCSE'10 - Proceedings of the 2010 ACM SIGCSE Annual Conference on Innovation and Technology in Computer Science Education",,"",,302,,,4,10.1145/1822090.1822178,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955166602&partnerID=40&md5=99c3433945cb539f6f89b9d23137b8b9",Conference Paper,Final,,Scopus,2-s2.0-77955166602
"Wu, Y., Cui, D., Zhang, Q.","25625638300; 57197126063; 36191410000","A malicious software evaluation system based on behavior association",2010,"OPEE 2010 - 2010 International Conference on Optics, Photonics and Energy Engineering",1,"", 5508137,258,260,,1,10.1109/OPEE.2010.5508137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955112554&partnerID=40&md5=490282c359c3dc5a42a17ee83b37f782",Conference Paper,Final,,Scopus,2-s2.0-77955112554
"Kapetanakis, S., Petridis, M., Knight, B., Ma, J., Bacon, L.","36188320400; 6603597319; 24306523500; 7406203113; 7005459480","A case based reasoning approach for the monitoring of business workflows",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",6176 LNAI,"",,390,405,,31,10.1007/978-3-642-14274-1_29,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954993177&partnerID=40&md5=c30b8d50d352e49080e488531a5b7521",Conference Paper,Final,,Scopus,2-s2.0-77954993177
"Liu, X., Guo, F., Yang, X.","56996540700; 57197289729; 35200209500","Miniature system integrated with micro-GPS and magnetic field generator for avian magnetic navigation research",2010,"Yi Qi Yi Biao Xue Bao/Chinese Journal of Scientific Instrument",31,"8",,1726,1731,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957558772&partnerID=40&md5=0038a96394819e28771bd454db0f0a45",Article,Final,,Scopus,2-s2.0-77957558772
"Ma, C.G., Ye, D.W., Yao, X.D., Zhang, S.L., Dai, B., Zhang, H.L., Zhu, Y., Shen, Y.J., Zhu, Y.P., Shi, G.H., Qin, X.J., Lin, G.W., Xiao, W.J., Yang, L.F., Yang, B.S., Cao, D.L.","55471165300; 14324078300; 14323788400; 55713577300; 14323218700; 55685532300; 22955119300; 14324058800; 50162950600; 26433000100; 22954009800; 7401700233; 36009324100; 55733036300; 47661899800; 37101064400","[The survival analysis of metastatic prostate cancer].",2010,"Zhonghua wai ke za zhi [Chinese journal of surgery]",48,"15",,1166,1169,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80051785242&partnerID=40&md5=9a5e6c0b9003f9316b36edebaee77c34",Article,Final,,Scopus,2-s2.0-80051785242
"Nagappan, M.","26537885500","Analysis of execution log files",2010,"Proceedings - International Conference on Software Engineering",2,"",,409,412,,5,10.1145/1810295.1810405,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954756699&partnerID=40&md5=8b64794045f692d8b91efad1c8a8b1be",Conference Paper,Final,,Scopus,2-s2.0-77954756699
"Groce, A., Havelund, K., Smith, M.","57204255530; 6603400981; 57198459745","From scripts to specifications: The evolution of a flight software testing effort",2010,"Proceedings - International Conference on Software Engineering",2,"",,129,138,,26,10.1145/1810295.1810314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954690759&partnerID=40&md5=e59e47c800282d94e9816a16022973b6",Conference Paper,Final,,Scopus,2-s2.0-77954690759
"Meneely, A., Corcoran, M., Williams, L.","23135193600; 36175430600; 35565101900","Improving developer activity metrics with issue tracking annotations",2010,"Proceedings - International Conference on Software Engineering",,"",,75,81,,14,10.1145/1809223.1809234,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954698250&partnerID=40&md5=537bef876803f1b3da510e1487df46a1",Conference Paper,Final,,Scopus,2-s2.0-77954698250
"Malik, H.","20433847600","A methodology to support load test analysis",2010,"Proceedings - International Conference on Software Engineering",2,"",,421,424,,9,10.1145/1810295.1810408,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954725187&partnerID=40&md5=e1a8cee756d232eed533a359c0a91bfa",Conference Paper,Final,,Scopus,2-s2.0-77954725187
"Stefanov, G., Karadzinov, L.","36163737100; 36163226900","Control and data log of functions for protection in the hydraulic excavator",2010,"Comptes Rendus de L'Academie Bulgare des Sciences",63,"6",,909,916,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954401566&partnerID=40&md5=6077e3070f20f878c56602d1c127eac4",Article,Final,,Scopus,2-s2.0-77954401566
"Boeck, B., Huemer, D., Tjoa, A.M.","36160407100; 35078540400; 6701811086","Towards more trustable log files for digital forensics by means of ""Trusted Computing""",2010,"Proceedings - International Conference on Advanced Information Networking and Applications, AINA",,"", 5474823,1020,1027,,22,10.1109/AINA.2010.26,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954345796&partnerID=40&md5=d681765aba29e78a7faa3b1edd8cee28",Conference Paper,Final,,Scopus,2-s2.0-77954345796
"Momsen, H.H.","8957394200","Eternal vigilance",2010,"Printwear",23,"11",,32,35,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751548594&partnerID=40&md5=6b9ba948f058abf51d80830f1520ef34",Article,Final,,Scopus,2-s2.0-78751548594
"Qian, J., Lee, L., Liu, W., Chu, K., Mok, E., Luxton, G., Le, Q.-T., Xing, L.","55578545500; 56300363600; 36020145900; 36124631700; 7005562737; 7007051442; 14119690200; 7103349003","Dose reconstruction for volumetric modulated arc therapy (VMAT) using cone-beam CT and dynamic log files",2010,"Physics in Medicine and Biology",55,"13",,3597,3610,,41,10.1088/0031-9155/55/13/002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953815615&partnerID=40&md5=9c433390cfdcbab22bd2fc9dd310da39",Article,Final,,Scopus,2-s2.0-77953815615
"Nagappan, M., Vouk, M.A.","26537885500; 7004021808","Abstracting log lines to log event types for mining software system logs",2010,"Proceedings - International Conference on Software Engineering",,"", 5463281,114,117,,43,10.1109/MSR.2010.5463281,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953795584&partnerID=40&md5=4a834f713336fc0a6813066b0fb9bd69",Conference Paper,Final,,Scopus,2-s2.0-77953795584
"Wang, M., Holub, V., Parsons, T., Murphy, J., OSullivan, P.","55681163300; 21834045500; 14919651700; 55678867800; 57194985255","Scalable run-time correlation engine for monitoring in a cloud computing environment",2010,"17th IEEE International Conference and Workshops on the Engineering of Computer-Based Systems, ECBS 2010",,"", 5457787,29,38,,17,10.1109/ECBS.2010.11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953218351&partnerID=40&md5=2856fea6154db3c4b0eb1ec7132d6d29",Conference Paper,Final,,Scopus,2-s2.0-77953218351
"Wu, H.-J., Ting, I.-H., Chang, H.-T.","23390997800; 8717221100; 12797679900","Integrating SNA and DM technology into HR practice and research: Layoff prediction model",2010,"Studies in Computational Intelligence",288,"",,53,66,,2,10.1007/978-3-642-13422-7_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952716493&partnerID=40&md5=3e353bce2d1f0f77d84761662bcf8d3e",Article,Final,,Scopus,2-s2.0-77952716493
"Yuan, D., Mai, H., Xiong, W., Tan, L., Zhou, Y., Pasupathy, S.","23986872900; 35756577300; 26868267700; 7402233346; 7405365838; 23009792300","SherLog: Error diagnosis by connecting clues from run-time logs",2010,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS",,"",,143,154,,111,10.1145/1736020.1736038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952272081&partnerID=40&md5=7fa073acd2c3737c306bf49151414769",Conference Paper,Final,,Scopus,2-s2.0-77952272081
"Lee, D., Wester, B., Veeraraghavan, K., Narayanasamy, S., Chen, P.M., Flinn, J.","55697057900; 35757047600; 25032163400; 8858471300; 7408356226; 7007104232","Respec: Efficient online multiprocessor replayvia speculation and external determinism",2010,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS",,"",,77,89,,101,10.1145/1736020.1736031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952252719&partnerID=40&md5=1094204f9fe86212f2862387967db92a",Conference Paper,Final,,Scopus,2-s2.0-77952252719
"Huang, P.-J., Liu, Y.-C., Lee, C.-C., Lin, W.-C., Gan, R.R.-C., Lyu, P.-C., Tang, P.","55463808700; 57223824486; 23479832600; 57154872300; 55879138900; 15132207600; 8938268600","DSAP: Deep-sequencing small RNA analysis pipeline",2010,"Nucleic Acids Research",38,"SUPPL. 2", gkq392,W385,W391,,76,10.1093/nar/gkq392,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954304695&partnerID=40&md5=f06754eae992966296eb8f22a2678d6e",Article,Final,Open Access,Scopus,2-s2.0-77954304695
"McDoniel, S.O., Wolskee, P., Shen, J.","22985616900; 57214639001; 23104154200","Treating obesity with a novel hand-held device, computer software program, and Internet technology in primary care: The SMART motivational trial",2010,"Patient Education and Counseling",79,"2",,185,191,,33,10.1016/j.pec.2009.07.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951978870&partnerID=40&md5=28001b4f690bc6305c7d1c0640b4d82e",Article,Final,,Scopus,2-s2.0-77951978870
"Prakongkep, N., Suddhiprakarn, A., Kheoruenromne, I., Gilkes, R.J.","23482638300; 9842912700; 6603316581; 7004966019","SEM image analysis for characterization of sand grains in Thai paddy soils",2010,"Geoderma",156,"1-2",,20,31,,38,10.1016/j.geoderma.2010.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649277912&partnerID=40&md5=381b1edecd83ef5d241bdae7225c98bc",Article,Final,,Scopus,2-s2.0-77649277912
[No author name available],[No author name available],"Equipment/software/literature: Environmental instrumentation software fully revised",2010,"Oil and Gas Journal",108,"13",,64,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951112982&partnerID=40&md5=1f363f6e105ec80c1d8349d59aa8a23f",Note,Final,,Scopus,2-s2.0-77951112982
"Bastien, J.M.C.","56960063300","Usability testing: a review of some methodological and technical aspects of the method",2010,"International Journal of Medical Informatics",79,"4",,e18,e23,,150,10.1016/j.ijmedinf.2008.12.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649181361&partnerID=40&md5=4d6e200e1f97691e90b2672b6f54ac64",Article,Final,,Scopus,2-s2.0-77649181361
[No author name available],[No author name available],"Electronic Proceedings in Theoretical Computer Science, EPTCS",2010,"Electronic Proceedings in Theoretical Computer Science, EPTCS",20,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051061220&partnerID=40&md5=2f2185dfef44744eb8976857776c9021",Conference Review,Final,,Scopus,2-s2.0-85051061220
"Casarrubea, M., Sorbera, F., Magnusson, M., Crescimanno, G.","6504790168; 6602003038; 7103131135; 57214982800","Temporal patterns analysis of rat behavior in hole-board",2010,"Behavioural Brain Research",208,"1",,124,131,,25,10.1016/j.bbr.2009.11.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951908112&partnerID=40&md5=0f2cf64b9b7a3b0163d8bafb3a26bdbe",Article,Final,,Scopus,2-s2.0-77951908112
"De Pauw, W., Heisig, S.","6603061470; 55965342600","Visual and algorithmic tooling for system trace analysis: A case study",2010,"Operating Systems Review (ACM)",44,"1",,97,102,,10,10.1145/1740390.1740412,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958117537&partnerID=40&md5=7b778874bcac72df6b92a86cbc667dc6",Article,Final,,Scopus,2-s2.0-77958117537
"Mohamad Judi, H., Mohd Sallen, S., Hussin, N., Idris, S.","26421250900; 35760493300; 35760058700; 8230988900","The Use of Assignment Programming Activity Log to Study Novice Programmers' Behavior between Non-Plagiarized and Plagiarized Groups",2010,"Information Technology Journal",9,"1",,98,106,,2,10.3923/itj.2010.98.106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649295688&partnerID=40&md5=fbbc7f28c794890ed21904aee78b9073",Article,Final,Open Access,Scopus,2-s2.0-77649295688
"Yuan, D., Mai, H., Xiong, W., Tan, L., Zhou, Y., Pasupathy, S.","23986872900; 35756577300; 26868267700; 7402233346; 7405365838; 23009792300","SherLog: Error diagnosis by connecting clues from run-time logs",2010,"ACM SIGPLAN Notices",45,"3",,143,154,,66,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949705456&partnerID=40&md5=eab1ec5f97e5da414e535d3d51c8784c",Article,Final,,Scopus,2-s2.0-77949705456
"Lee, D., Wester, B., Veeraraghavan, K., Narayanasamy, S., Chen, P.M., Flinn, J.","55697057900; 35757047600; 25032163400; 8858471300; 7408356226; 7007104232","Respec: Efficient online multiprocessor replay via speculation and external determinism",2010,"ACM SIGPLAN Notices",45,"3",,77,89,,20,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949755640&partnerID=40&md5=4427a5b9385d764ccb5ae0db118ce2ca",Article,Final,,Scopus,2-s2.0-77949755640
"Heinze, G., Puhr, R.","7006438742; 8670752300","Bias-reduced and separation-proof conditional logistic regression with small or sparse data sets",2010,"Statistics in Medicine",29,"7-8",,770,777,,65,10.1002/sim.3794,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949375519&partnerID=40&md5=33f3ce349f4fe229ae96a0216fa59297",Article,Final,,Scopus,2-s2.0-77949375519
"Rea, T.D., Stickney, R.E., Doherty, A., Lank, P.","7103198155; 7004079745; 7101633454; 6508312360","Performance of chest compressions by laypersons during the Public Access Defibrillation Trial",2010,"Resuscitation",81,"3",,293,296,,31,10.1016/j.resuscitation.2009.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951917177&partnerID=40&md5=86f2339989fa737ec19c47405f589dd9",Article,Final,,Scopus,2-s2.0-77951917177
"Wang, T., Qiu, W.","56135371400; 55183091800","Design of database management software based on DF8002/DF8002V8 EMS",2010,"Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control",38,"4",,110,112+150,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950550804&partnerID=40&md5=428690731e305f2ae21beb98b806318a",Article,Final,,Scopus,2-s2.0-77950550804
"Alston, M.J., Seers, J., Hinton, J.C.D., Lucchini, S.","6603875642; 57220306167; 34769750500; 6601981779","BABAR: An R package to simplify the normalisation of common reference design microarray-based transcriptomic datasets",2010,"BMC Bioinformatics",11,"", 73,,,,8,10.1186/1471-2105-11-73,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649095680&partnerID=40&md5=3557fdbf976f002b527ef838b56dae20",Article,Final,Open Access,Scopus,2-s2.0-77649095680
"DuVall, S.L., Kerber, R.A., Thomas, A.","22034265800; 7103065425; 7403882361","Extending the Fellegi-Sunter probabilistic record linkage method for approximate field comparators",2010,"Journal of Biomedical Informatics",43,"1",,24,30,,44,10.1016/j.jbi.2009.08.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-74649087151&partnerID=40&md5=c7d919f2dc4398f4976d9f65cfdb1136",Article,Final,Open Access,Scopus,2-s2.0-74649087151
"Liu, C.-X., Wang, C.-Y., Zheng, W.-Y., Li, X., Deng, S., Hu, J.-R., Jian, J.","14012402500; 55683975800; 25937597000; 55718368300; 35995164400; 55499487200; 35336722900","Development of loose parts monitoring system for nuclear power plants",2010,"Hedongli Gongcheng/Nuclear Power Engineering",31,"1",,97,101,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950898073&partnerID=40&md5=e6502dcd25467a716c7e7cd13babbe21",Article,Final,,Scopus,2-s2.0-77950898073
"Pflug, B., Kumarapeli, P., Van Vlymen, J., Ammenwerth, E., De Lusignan, S.","25936744500; 13907399900; 8509343000; 6701382987; 7003334937","Measuring the impact of the computer on the consultation: An open source application to combine multiple observational outputs",2010,"Informatics for Health and Social Care",35,"1",,10,24,,6,10.3109/17538150903358693,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949851503&partnerID=40&md5=3383ca3c9605a455fa22412fced396ce",Article,Final,,Scopus,2-s2.0-77949851503
"Stark, A.W., Dulai, T.","56765278800; 8283301800","Training of process mining for engineer students",2010,"Joint International IGIP-SEFI Annual Conference 2010",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938702484&partnerID=40&md5=ec7b1f50fe8f985755c15ea171858427",Conference Paper,Final,,Scopus,2-s2.0-84938702484
"Boucouvalas, A.C., Aivalis, C.J.","7004355712; 36615118500","An e-shop log file analysis toolbox",2010,"2010 7th International Symposium on Communication Systems, Networks and Digital Signal Processing, CSNDSP 2010",,"", 5580415,289,294,,3,10.1109/csndsp16145.2010.5580415,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149261382&partnerID=40&md5=e6342f0fedbcc15bc6b59ef1fe7fad24",Conference Paper,Final,,Scopus,2-s2.0-78149261382
"Qian, J., Choi, K., Liu, W., Xing, L.","55578545500; 57206661933; 36020145900; 7103349003","SU‐EE‐A3‐02: Retrospective Dose Reconstruction for Respiration‐Gated VMAT",2010,"Medical Physics",37,"6",,3097,,,,10.1118/1.3468019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024784639&partnerID=40&md5=1ada2cbbc52da55ed61a2228d42768f1",Conference Paper,Final,,Scopus,2-s2.0-85024784639
"Jonietz, E.","6603214168","Bringing advertisers back",2010,"Technology Review",113,"1",,61,62,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73849097263&partnerID=40&md5=ca9fe60786995a19074aea69482fa6bf",Short Survey,Final,,Scopus,2-s2.0-73849097263
